Datos de la Planta a lazo abierto (Gla) o lazo cerrado (Glc)
C:\Users\Paulo\Documents\PAULO\CONTROL\ETN1040\3Dprinter\3DPrinterProject\analisis\datosRecolectados\Gp_tm1000ms_19V_0a1V_3kHz_a.txt
24/09/2014 06:41:41 a.m.

r(t):Voltaje[V]          y(t):Voltaje[V]         y(t):Temp[°C]         Tiempo de muestreo:tm[ms]
1.000                      0.888                     53.290                     1527909.085
1.000                      0.859                     51.533                     1528907.486
1.000                      0.888                     53.290                     1529937.088
1.000                      0.888                     53.290                     1530919.890
1.000                      0.888                     53.290                     1531949.492
1.000                      0.864                     51.826                     1532963.494
1.000                      0.859                     51.533                     1533993.096
1.000                      0.888                     53.290                     1534991.497
1.000                      0.888                     53.290                     1536005.499
1.000                      0.844                     50.654                     1537035.101
1.000                      0.893                     53.582                     1538033.503
1.000                      0.908                     54.461                     1539047.504
1.000                      0.888                     53.290                     1540077.106
1.000                      0.903                     54.168                     1541075.508
1.000                      0.893                     53.582                     1542089.510
1.000                      0.893                     53.582                     1543103.512
1.000                      0.898                     53.875                     1544133.113
1.000                      0.878                     52.704                     1545131.515
1.000                      0.849                     50.947                     1546145.517
1.000                      0.883                     52.997                     1547175.119
1.000                      0.893                     53.582                     1548173.520
1.000                      0.878                     52.704                     1549187.522
1.000                      0.893                     53.582                     1550217.124
1.000                      0.859                     51.533                     1551215.526
1.000                      0.898                     53.875                     1552229.528
1.000                      0.888                     53.290                     1553259.129
1.000                      0.898                     53.875                     1554273.131
1.000                      0.898                     53.875                     1555271.533
1.000                      0.917                     55.046                     1556285.535
1.000                      0.844                     50.654                     1557315.136
1.000                      0.893                     53.582                     1558313.538
1.000                      0.903                     54.168                     1559327.54
1.000                      0.913                     54.754                     1560357.142
1.000                      0.888                     53.290                     1561355.544
1.000                      0.883                     52.997                     1562369.545
1.000                      0.893                     53.582                     1563399.147
1.000                      0.878                     52.704                     1564381.949
1.000                      0.854                     51.24                     1565411.551
1.000                      0.883                     52.997                     1566425.552
1.000                      0.878                     52.704                     1567455.154
1.000                      0.898                     53.875                     1568453.556
1.000                      0.903                     54.168                     1569467.558
1.000                      0.869                     52.118                     1570497.160
1.000                      0.888                     53.290                     1571495.561
1.000                      0.898                     53.875                     1572509.563
1.000                      0.888                     53.290                     1573539.165
1.000                      0.893                     53.582                     1574537.567
1.000                      0.874                     52.411                     1575551.568
1.000                      0.874                     52.411                     1576581.170
1.000                      0.854                     51.24                     1577595.172
1.000                      0.874                     52.411                     1578593.574
1.000                      0.883                     52.997                     1579607.576
1.000                      0.878                     52.704                     1580637.177
1.000                      0.888                     53.290                     1581635.579
1.000                      0.874                     52.411                     1582649.581
1.000                      0.839                     50.362                     1583679.183
1.000                      0.893                     53.582                     1584677.584
1.000                      0.888                     53.290                     1585691.586
1.000                      0.888                     53.290                     1586721.188
1.000                      0.893                     53.582                     1587703.990
1.000                      0.849                     50.947                     1588733.592
1.000                      0.893                     53.582                     1589747.593
1.000                      0.878                     52.704                     1590777.195
1.000                      0.878                     52.704                     1591775.597
1.000                      0.874                     52.411                     1592789.599
1.000                      0.834                     50.069                     1593819.200
1.000                      0.878                     52.704                     1594817.602
1.000                      0.893                     53.582                     1595831.604
1.000                      0.893                     53.582                     1596861.206
1.000                      0.888                     53.290                     1597844.008
1.000                      0.878                     52.704                     1598873.609
1.000                      0.830                     49.776                     1599887.611
1.000                      0.878                     52.704                     1600917.213
1.000                      0.869                     52.118                     1601915.615
1.000                      0.878                     52.704                     1602929.616
1.000                      0.888                     53.290                     1603959.218
1.000                      0.888                     53.290                     1604957.620
1.000                      0.898                     53.875                     1605971.622
1.000                      0.874                     52.411                     1607001.224
1.000                      0.893                     53.582                     1607999.626
1.000                      0.874                     52.411                     1609013.627
1.000                      0.878                     52.704                     1610043.229
1.000                      0.878                     52.704                     1611057.231
1.000                      0.883                     52.997                     1612055.633
1.000                      0.883                     52.997                     1613069.634
1.000                      0.888                     53.290                     1614099.236
1.000                      0.893                     53.582                     1615097.638
1.000                      0.898                     53.875                     1616111.640
1.000                      0.888                     53.290                     1617141.242
1.000                      0.864                     51.826                     1618139.643
1.000                      0.893                     53.582                     1619153.645
1.000                      0.898                     53.875                     1620183.247
1.000                      0.903                     54.168                     1621166.049
1.000                      0.893                     53.582                     1622195.650
1.000                      0.903                     54.168                     1623209.652
1.000                      0.859                     51.533                     1624239.254
1.000                      0.883                     52.997                     1625237.656
1.000                      0.888                     53.290                     1626251.658
1.000                      0.898                     53.875                     1627281.259
1.000                      0.908                     54.461                     1628279.661
1.000                      0.898                     53.875                     1629293.663
1.000                      0.893                     53.582                     1630323.265
1.000                      0.883                     52.997                     1631321.666
1.000                      0.888                     53.290                     1632335.668
1.000                      0.864                     51.826                     1633349.67
1.000                      0.874                     52.411                     1634379.272
1.000                      0.893                     53.582                     1635377.674
1.000                      0.898                     53.875                     1636391.675
1.000                      0.913                     54.754                     1637421.277
1.000                      0.898                     53.875                     1638419.679
1.000                      0.883                     52.997                     1639433.681
1.000                      0.893                     53.582                     1640463.282
1.000                      0.878                     52.704                     1641461.684
1.000                      0.893                     53.582                     1642475.686
1.000                      0.903                     54.168                     1643505.288
1.000                      0.888                     53.290                     1644488.090
1.000                      0.903                     54.168                     1645517.691
1.000                      0.913                     54.754                     1646531.693
1.000                      0.893                     53.582                     1647561.295
1.000                      0.898                     53.875                     1648559.697
1.000                      0.888                     53.290                     1649573.698
1.000                      0.888                     53.290                     1650603.300
1.000                      0.908                     54.461                     1651601.702
1.000                      0.888                     53.290                     1652615.704
1.000                      0.893                     53.582                     1653645.306
1.000                      0.903                     54.168                     1654628.107
1.000                      0.908                     54.461                     1655657.709
1.000                      0.903                     54.168                     1656671.711
1.000                      0.908                     54.461                     1657701.313
1.000                      0.888                     53.290                     1658699.714
1.000                      0.903                     54.168                     1659713.716
1.000                      0.903                     54.168                     1660743.318
1.000                      0.888                     53.290                     1661741.720
1.000                      0.898                     53.875                     1662755.722
1.000                      0.908                     54.461                     1663785.323
1.000                      0.908                     54.461                     1664783.725
1.000                      0.903                     54.168                     1665797.727
1.000                      0.898                     53.875                     1666827.329
1.000                      0.893                     53.582                     1667841.331
1.000                      0.888                     53.290                     1668839.732
1.000                      0.898                     53.875                     1669853.734
1.000                      0.898                     53.875                     1670883.336
1.000                      0.913                     54.754                     1671881.738
1.000                      0.908                     54.461                     1672895.739
1.000                      0.917                     55.046                     1673925.341
1.000                      0.903                     54.168                     1674923.743
1.000                      0.908                     54.461                     1675937.745
1.000                      0.913                     54.754                     1676967.347
1.000                      0.893                     53.582                     1677950.148
1.000                      0.893                     53.582                     1678979.750
1.000                      0.898                     53.875                     1679993.752
1.000                      0.908                     54.461                     1681023.354
1.000                      0.903                     54.168                     1682021.756
1.000                      0.874                     52.411                     1683035.757
1.000                      0.903                     54.168                     1684065.359
1.000                      0.908                     54.461                     1685063.761
1.000                      0.913                     54.754                     1686077.763
1.000                      0.913                     54.754                     1687107.364
1.000                      0.908                     54.461                     1688090.166
1.000                      0.874                     52.411                     1689119.768
1.000                      0.893                     53.582                     1690133.770
1.000                      0.898                     53.875                     1691163.372
1.000                      0.913                     54.754                     1692177.373
1.000                      0.913                     54.754                     1693206.975
1.000                      0.903                     54.168                     1694205.377
1.000                      0.878                     52.704                     1695219.379
1.000                      0.913                     54.754                     1696248.980
1.000                      0.917                     55.046                     1697247.382
1.000                      0.888                     53.290                     1698261.384
1.000                      0.908                     54.461                     1699290.986
1.000                      0.903                     54.168                     1700289.388
1.000                      0.903                     54.168                     1701303.389
1.000                      0.908                     54.461                     1702332.991
1.000                      0.903                     54.168                     1703346.993
1.000                      0.917                     55.046                     1704345.395
1.000                      0.917                     55.046                     1705359.396
1.000                      0.898                     53.875                     1706388.998
1.000                      0.908                     54.461                     1707387.4
1.000                      0.898                     53.875                     1708401.402
1.000                      0.898                     53.875                     1709431.004
1.000                      0.917                     55.046                     1710429.405
1.000                      0.903                     54.168                     1711443.407
1.000                      0.932                     55.925                     1712473.009
1.000                      0.908                     54.461                     1713455.811
1.000                      0.913                     54.754                     1714485.412
1.000                      0.898                     53.875                     1715499.414
1.000                      0.908                     54.461                     1716529.016
1.000                      0.898                     53.875                     1717527.418
1.000                      0.913                     54.754                     1718541.420
1.000                      0.917                     55.046                     1719571.021
1.000                      0.878                     52.704                     1720569.423
1.000                      0.937                     56.218                     1721583.425
1.000                      0.913                     54.754                     1722613.027
1.000                      0.903                     54.168                     1723595.828
1.000                      0.913                     54.754                     1724625.430
1.000                      0.908                     54.461                     1725639.432
1.000                      0.903                     54.168                     1726669.034
1.000                      0.893                     53.582                     1727667.436
1.000                      0.903                     54.168                     1728681.437
1.000                      0.869                     52.118                     1729711.039
1.000                      0.869                     52.118                     1730709.441
1.000                      0.874                     52.411                     1731723.443
1.000                      0.913                     54.754                     1732753.045
1.000                      0.898                     53.875                     1733751.446
1.000                      0.874                     52.411                     1734765.448
1.000                      0.898                     53.875                     1735795.050
1.000                      0.874                     52.411                     1736809.052
1.000                      0.888                     53.290                     1737807.453
1.000                      0.893                     53.582                     1738821.455
1.000                      0.893                     53.582                     1739851.057
1.000                      0.903                     54.168                     1740849.459
1.000                      0.869                     52.118                     1741863.461
1.000                      0.908                     54.461                     1742893.062
1.000                      0.893                     53.582                     1743891.464
1.000                      0.908                     54.461                     1744905.466
1.000                      0.888                     53.290                     1745935.068
1.000                      0.898                     53.875                     1746917.869
1.000                      0.898                     53.875                     1747947.471
1.000                      0.908                     54.461                     1748961.473
1.000                      0.874                     52.411                     1749991.075
1.000                      0.893                     53.582                     1750989.477
1.000                      0.854                     51.24                     1752003.478
1.000                      0.893                     53.582                     1753033.080
1.000                      0.903                     54.168                     1754031.482
1.000                      0.893                     53.582                     1755045.484
1.000                      0.859                     51.533                     1756075.086
1.000                      0.810                     48.605                     1757073.487
1.000                      0.917                     55.046                     1758087.489
1.000                      0.888                     53.290                     1759117.091
1.000                      0.898                     53.875                     1760131.093
1.000                      0.898                     53.875                     1761129.494
1.000                      0.893                     53.582                     1762143.496
1.000                      0.898                     53.875                     1763173.098
1.000                      0.898                     53.875                     1764171.500
1.000                      0.883                     52.997                     1765185.502
1.000                      0.893                     53.582                     1766215.103
1.000                      0.859                     51.533                     1767213.505
1.000                      0.883                     52.997                     1768227.507
1.000                      0.898                     53.875                     1769257.109
1.000                      0.898                     53.875                     1770239.910
1.000                      0.888                     53.290                     1771269.512
1.000                      0.903                     54.168                     1772283.514
1.000                      0.893                     53.582                     1773313.116
1.000                      0.903                     54.168                     1774311.518
1.000                      0.878                     52.704                     1775325.519
1.000                      0.908                     54.461                     1776355.121
1.000                      0.869                     52.118                     1777353.523
1.000                      0.898                     53.875                     1778367.525
1.000                      0.913                     54.754                     1779397.126
1.000                      0.878                     52.704                     1780379.928
1.000                      0.917                     55.046                     1781409.53
1.000                      0.898                     53.875                     1782423.532
1.000                      0.913                     54.754                     1783453.134
1.000                      0.854                     51.24                     1784451.535
1.000                      0.854                     51.24                     1785465.537
1.000                      0.898                     53.875                     1786495.139
1.000                      0.903                     54.168                     1787493.541
1.000                      0.903                     54.168                     1788507.542
1.000                      0.898                     53.875                     1789537.144
1.000                      0.893                     53.582                     1790535.546
1.000                      0.869                     52.118                     1791549.548
1.000                      0.903                     54.168                     1792579.150
1.000                      0.893                     53.582                     1793593.151
1.000                      0.893                     53.582                     1794591.553
1.000                      0.864                     51.826                     1795605.555
1.000                      0.874                     52.411                     1796635.157
1.000                      0.898                     53.875                     1797633.558
1.000                      0.908                     54.461                     1798647.560
1.000                      0.903                     54.168                     1799677.162
1.000                      0.903                     54.168                     1800675.564
1.000                      0.913                     54.754                     1801689.566
1.000                      0.878                     52.704                     1802719.168
1.000                      0.893                     53.582                     1803701.969
1.000                      0.888                     53.290                     1804731.571
1.000                      0.898                     53.875                     1805745.573
1.000                      0.908                     54.461                     1806775.175
1.000                      0.903                     54.168                     1807773.576
1.000                      0.903                     54.168                     1808787.578
1.000                      0.908                     54.461                     1809817.180
1.000                      0.913                     54.754                     1810815.582
1.000                      0.908                     54.461                     1811829.584
1.000                      0.908                     54.461                     1812859.185
1.000                      0.908                     54.461                     1813857.587
1.000                      0.913                     54.754                     1814871.589
1.000                      0.917                     55.046                     1815885.591
1.000                      0.893                     53.582                     1816915.192
1.000                      0.898                     53.875                     1817913.594
1.000                      0.927                     55.632                     1818927.596
1.000                      0.908                     54.461                     1819957.198
1.000                      0.913                     54.754                     1820955.600
1.000                      0.898                     53.875                     1821969.601
1.000                      0.908                     54.461                     1822999.203
1.000                      0.913                     54.754                     1823997.605
1.000                      0.932                     55.925                     1825011.607
1.000                      0.878                     52.704                     1826041.208
1.000                      0.903                     54.168                     1827024.010
1.000                      0.908                     54.461                     1828053.612
1.000                      0.908                     54.461                     1829067.614
1.000                      0.878                     52.704                     1830097.216
1.000                      0.908                     54.461                     1831095.617
1.000                      0.913                     54.754                     1832109.619
1.000                      0.898                     53.875                     1833139.221
1.000                      0.903                     54.168                     1834137.623
1.000                      0.922                     55.339                     1835151.624
1.000                      0.913                     54.754                     1836181.226
1.000                      0.913                     54.754                     1837164.028
1.000                      0.908                     54.461                     1838193.630
1.000                      0.908                     54.461                     1839207.632
1.000                      0.917                     55.046                     1840237.233
1.000                      0.903                     54.168                     1841235.635
1.000                      0.917                     55.046                     1842249.637
1.000                      0.874                     52.411                     1843279.239
1.000                      0.922                     55.339                     1844277.640
1.000                      0.917                     55.046                     1845291.642
1.000                      0.917                     55.046                     1846321.244
1.000                      0.908                     54.461                     1847319.646
1.000                      0.903                     54.168                     1848333.648
1.000                      0.922                     55.339                     1849363.249
1.000                      0.932                     55.925                     1850377.251
1.000                      0.922                     55.339                     1851375.653
1.000                      0.908                     54.461                     1852389.655
1.000                      0.917                     55.046                     1853419.256
1.000                      0.917                     55.046                     1854417.658
1.000                      0.922                     55.339                     1855431.66
1.000                      0.908                     54.461                     1856461.262
1.000                      0.878                     52.704                     1857459.664
1.000                      0.913                     54.754                     1858473.665
1.000                      0.908                     54.461                     1859503.267
1.000                      0.898                     53.875                     1860486.069
1.000                      0.903                     54.168                     1861515.671
1.000                      0.869                     52.118                     1862529.672
1.000                      0.898                     53.875                     1863559.274
1.000                      0.922                     55.339                     1864557.676
1.000                      0.908                     54.461                     1865571.678
1.000                      0.927                     55.632                     1866601.280
1.000                      0.913                     54.754                     1867599.681
1.000                      0.908                     54.461                     1868613.683
1.000                      0.922                     55.339                     1869643.285
1.000                      0.922                     55.339                     1870626.087
1.000                      0.908                     54.461                     1871655.688
1.000                      0.883                     52.997                     1872669.690
1.000                      0.898                     53.875                     1873699.292
1.000                      0.908                     54.461                     1874697.694
1.000                      0.903                     54.168                     1875711.696
1.000                      0.883                     52.997                     1876741.298
1.000                      0.917                     55.046                     1877739.699
1.000                      0.883                     52.997                     1878753.701
1.000                      0.917                     55.046                     1879783.303
1.000                      0.913                     54.754                     1880781.705
1.000                      0.922                     55.339                     1881795.706
1.000                      0.908                     54.461                     1882825.308
1.000                      0.883                     52.997                     1883808.110
1.000                      0.908                     54.461                     1884837.712
1.000                      0.878                     52.704                     1885851.714
1.000                      0.927                     55.632                     1886881.315
1.000                      0.908                     54.461                     1887879.717
1.000                      0.908                     54.461                     1888893.719
1.000                      0.888                     53.290                     1889923.321
1.000                      0.913                     54.754                     1890921.722
1.000                      0.913                     54.754                     1891935.724
1.000                      0.927                     55.632                     1892965.326
1.000                      0.908                     54.461                     1893948.128
1.000                      0.922                     55.339                     1894977.730
1.000                      0.937                     56.218                     1895991.731
1.000                      0.917                     55.046                     1897021.333
1.000                      0.913                     54.754                     1898019.735
1.000                      0.917                     55.046                     1899033.737
1.000                      0.917                     55.046                     1900063.338
1.000                      0.917                     55.046                     1901061.740
1.000                      0.908                     54.461                     1902075.742
1.000                      0.917                     55.046                     1903105.344
1.000                      0.922                     55.339                     1904103.746
1.000                      0.913                     54.754                     1905117.747
1.000                      0.913                     54.754                     1906147.349
1.000                      0.922                     55.339                     1907161.351
1.000                      0.913                     54.754                     1908159.753
1.000                      0.913                     54.754                     1909173.754
1.000                      0.893                     53.582                     1910203.356
1.000                      0.922                     55.339                     1911201.758
1.000                      0.908                     54.461                     1912215.760
1.000                      0.888                     53.290                     1913245.362
1.000                      0.922                     55.339                     1914243.763
1.000                      0.922                     55.339                     1915257.765
1.000                      0.888                     53.290                     1916287.367
1.000                      0.874                     52.411                     1917270.169
1.000                      0.903                     54.168                     1918299.770
1.000                      0.922                     55.339                     1919313.772
1.000                      0.834                     50.069                     1920343.374
1.000                      0.913                     54.754                     1921341.776
1.000                      0.913                     54.754                     1922355.778
1.000                      0.893                     53.582                     1923385.379
1.000                      0.922                     55.339                     1924383.781
1.000                      0.888                     53.290                     1925397.783
1.000                      0.922                     55.339                     1926427.385
1.000                      0.922                     55.339                     1927410.186
1.000                      0.942                     56.510                     1928439.788
1.000                      0.917                     55.046                     1929453.790
1.000                      0.913                     54.754                     1930483.392
1.000                      0.917                     55.046                     1931481.794
1.000                      0.913                     54.754                     1932495.795
1.000                      0.913                     54.754                     1933525.397
1.000                      0.922                     55.339                     1934523.799
1.000                      0.922                     55.339                     1935537.801
1.000                      0.922                     55.339                     1936567.403
1.000                      0.917                     55.046                     1937565.804
1.000                      0.913                     54.754                     1938579.806
1.000                      0.922                     55.339                     1939609.408
1.000                      0.927                     55.632                     1940592.210
1.000                      0.913                     54.754                     1941621.811
1.000                      0.913                     54.754                     1942635.813
1.000                      0.913                     54.754                     1943665.415
1.000                      0.937                     56.218                     1944663.817
1.000                      0.917                     55.046                     1945677.819
1.000                      0.893                     53.582                     1946707.420
1.000                      0.917                     55.046                     1947705.822
1.000                      0.917                     55.046                     1948719.824
1.000                      0.927                     55.632                     1949749.426
1.000                      0.903                     54.168                     1950732.227
1.000                      0.917                     55.046                     1951761.829
1.000                      0.883                     52.997                     1952775.831
1.000                      0.913                     54.754                     1953805.433
1.000                      0.927                     55.632                     1954803.835
1.000                      0.917                     55.046                     1955817.836
1.000                      0.927                     55.632                     1956847.438
1.000                      0.932                     55.925                     1957845.840
1.000                      0.917                     55.046                     1958859.842
1.000                      0.917                     55.046                     1959889.444
1.000                      0.922                     55.339                     1960872.245
1.000                      0.908                     54.461                     1961901.847
1.000                      0.917                     55.046                     1962915.849
1.000                      0.917                     55.046                     1963945.451
1.000                      0.917                     55.046                     1964943.852
1.000                      0.917                     55.046                     1965957.854
1.000                      0.908                     54.461                     1966987.456
1.000                      0.883                     52.997                     1967985.858
1.000                      0.913                     54.754                     1968999.860
1.000                      0.922                     55.339                     1970029.461
1.000                      0.932                     55.925                     1971027.863
1.000                      0.922                     55.339                     1972041.865
1.000                      0.913                     54.754                     1973071.467
1.000                      0.903                     54.168                     1974054.268
1.000                      0.913                     54.754                     1975083.870
1.000                      0.874                     52.411                     1976097.872
1.000                      0.908                     54.461                     1977127.474
1.000                      0.913                     54.754                     1978125.876
1.000                      0.922                     55.339                     1979139.877
1.000                      0.903                     54.168                     1980169.479
1.000                      0.908                     54.461                     1981167.881
1.000                      0.908                     54.461                     1982181.883
1.000                      0.908                     54.461                     1983211.484
1.000                      0.917                     55.046                     1984194.286
1.000                      0.898                     53.875                     1985223.888
1.000                      0.908                     54.461                     1986237.890
1.000                      0.898                     53.875                     1987267.492
1.000                      0.927                     55.632                     1988265.893
1.000                      0.922                     55.339                     1989279.895
1.000                      0.917                     55.046                     1990309.497
1.000                      0.917                     55.046                     1991307.899
1.000                      0.893                     53.582                     1992321.900
1.000                      0.917                     55.046                     1993351.502
1.000                      0.917                     55.046                     1994349.904
1.000                      0.908                     54.461                     1995363.906
1.000                      0.917                     55.046                     1996393.508
1.000                      0.913                     54.754                     1997407.509
1.000                      0.908                     54.461                     1998405.911
1.000                      0.913                     54.754                     1999419.913
1.000                      0.922                     55.339                     2000449.515
1.000                      0.913                     54.754                     2001447.916
1.000                      0.913                     54.754                     2002461.918
1.000                      0.913                     54.754                     2003491.520
1.000                      0.917                     55.046                     2004489.922
1.000                      0.898                     53.875                     2005503.924
1.000                      0.893                     53.582                     2006533.525
1.000                      0.913                     54.754                     2007516.327
1.000                      0.874                     52.411                     2008545.929
1.000                      0.908                     54.461                     2009559.931
1.000                      0.898                     53.875                     2010589.533
1.000                      0.908                     54.461                     2011587.934
1.000                      0.922                     55.339                     2012601.936
1.000                      0.942                     56.510                     2013631.538
1.000                      0.917                     55.046                     2014629.940
1.000                      0.888                     53.290                     2015643.941
1.000                      0.932                     55.925                     2016673.543
1.000                      0.913                     54.754                     2017656.345
1.000                      0.913                     54.754                     2018685.947
1.000                      0.908                     54.461                     2019699.949
1.000                      0.922                     55.339                     2020729.550
1.000                      0.922                     55.339                     2021727.952
1.000                      0.913                     54.754                     2022741.954
1.000                      0.922                     55.339                     2023771.556
